,text,cleaned,filtered
2281,"2280,b'@boomtownrat sorry for the pass around emma. i think the best thing will be to take a look at the link for informat\xe2\x80\xa6 https://t.co/jnjhgpowmq'","[""2280,b'@boomtownrat"", 'sorry', 'for', 'the', 'pass', 'around', 'emma.', 'i', 'think', 'the', 'best', 'thing', 'will', 'be', 'to', 'take', 'a', 'look', 'at', 'the', 'link', 'for', 'informat\\xe2\\x80\\xa6', ""https://t.co/jnjhgpowmq'""]","[""2280,b'@boomtownrat"", 'sorry', 'pass', 'around', 'emma.', 'think', 'best', 'thing', 'take', 'look', 'link', 'informat\\xe2\\x80\\xa6', ""https://t.co/jnjhgpowmq'""]"
2282,"2281,""b'@boomtownrat ahh okay, what did they say? thanks, dean.'""","['2281,""b\'@boomtownrat', 'ahh', 'okay,', 'what', 'did', 'they', 'say?', 'thanks,', 'dean.\'""']","['2281,""b\'@boomtownrat', 'ahh', 'okay,', 'say?', 'thanks,', 'dean.\'""']"
2283,"2282,""b'@boomtownrat hi, did you phone the team on the number nicola provided? thanks, dean.'""","['2282,""b\'@boomtownrat', 'hi,', 'did', 'you', 'phone', 'the', 'team', 'on', 'the', 'number', 'nicola', 'provided?', 'thanks,', 'dean.\'""']","['2282,""b\'@boomtownrat', 'hi,', 'phone', 'team', 'number', 'nicola', 'provided?', 'thanks,', 'dean.\'""']"
2284,"2283,""b'@juan_amigo can you dm me the secure message reference and i will contact the team to get in touch. thanks, dean. https://t.co/mpqb4etryv'""","['2283,""b\'@juan_amigo', 'can', 'you', 'dm', 'me', 'the', 'secure', 'message', 'reference', 'and', 'i', 'will', 'contact', 'the', 'team', 'to', 'get', 'in', 'touch.', 'thanks,', 'dean.', 'https://t.co/mpqb4etryv\'""']","['2283,""b\'@juan_amigo', 'dm', 'secure', 'message', 'reference', 'contact', 'team', 'get', 'touch.', 'thanks,', 'dean.', 'https://t.co/mpqb4etryv\'""']"
2285,"2284,""b""""@onegrifff yeah i sorted it \xf0\x9f\x98\x86 only joking it must of been a temporary glitch. glad it's sorted though scott! dean""""""","['2284,""b""""@onegrifff', 'yeah', 'i', 'sorted', 'it', '\\xf0\\x9f\\x98\\x86', 'only', 'joking', 'it', 'must', 'of', 'been', 'a', 'temporary', 'glitch.', 'glad', ""it's"", 'sorted', 'though', 'scott!', 'dean""""""']","['2284,""b""""@onegrifff', 'yeah', 'sorted', '\\xf0\\x9f\\x98\\x86', 'joking', 'must', 'temporary', 'glitch.', 'glad', 'sorted', 'though', 'scott!', 'dean""""""']"
2286,"2285,""b'@bsnflk hey brian, sorry to hear this. what errors show up on the atm? can you dm me more details please? thanks, d\xe2\x80\xa6 https://t.co/z3tojacqxj'""","['2285,""b\'@bsnflk', 'hey', 'brian,', 'sorry', 'to', 'hear', 'this.', 'what', 'errors', 'show', 'up', 'on', 'the', 'atm?', 'can', 'you', 'dm', 'me', 'more', 'details', 'please?', 'thanks,', 'd\\xe2\\x80\\xa6', 'https://t.co/z3tojacqxj\'""']","['2285,""b\'@bsnflk', 'hey', 'brian,', 'sorry', 'hear', 'this.', 'errors', 'show', 'atm?', 'dm', 'details', 'please?', 'thanks,', 'd\\xe2\\x80\\xa6', 'https://t.co/z3tojacqxj\'""']"
2287,"2286,""b'@onegrifff cool, can i check if you have an outstanding payment or have you already paid this? thanks, dean.'""","['2286,""b\'@onegrifff', 'cool,', 'can', 'i', 'check', 'if', 'you', 'have', 'an', 'outstanding', 'payment', 'or', 'have', 'you', 'already', 'paid', 'this?', 'thanks,', 'dean.\'""']","['2286,""b\'@onegrifff', 'cool,', 'check', 'outstanding', 'payment', 'already', 'paid', 'this?', 'thanks,', 'dean.\'""']"
2288,"2287,""b""""@onegrifff hi scott, i am sorry about that. i have checked and can't find that error code, have you been able to pa\xe2\x80\xa6 https://t.co/ikpbx9eqde""""""","['2287,""b""""@onegrifff', 'hi', 'scott,', 'i', 'am', 'sorry', 'about', 'that.', 'i', 'have', 'checked', 'and', ""can't"", 'find', 'that', 'error', 'code,', 'have', 'you', 'been', 'able', 'to', 'pa\\xe2\\x80\\xa6', 'https://t.co/ikpbx9eqde""""""']","['2287,""b""""@onegrifff', 'hi', 'scott,', 'sorry', 'that.', 'checked', ""can't"", 'find', 'error', 'code,', 'able', 'pa\\xe2\\x80\\xa6', 'https://t.co/ikpbx9eqde""""""']"
2289,"2288,""b'@tmckinnin all good here, how are you? thanks, dean.'""","['2288,""b\'@tmckinnin', 'all', 'good', 'here,', 'how', 'are', 'you?', 'thanks,', 'dean.\'""']","['2288,""b\'@tmckinnin', 'good', 'here,', 'you?', 'thanks,', 'dean.\'""']"
2290,"2289,""b'@cdrider1 yes, upon the app migration we now require the pinsentry verification to gain access. thanks, dean.'""","['2289,""b\'@cdrider1', 'yes,', 'upon', 'the', 'app', 'migration', 'we', 'now', 'require', 'the', 'pinsentry', 'verification', 'to', 'gain', 'access.', 'thanks,', 'dean.\'""']","['2289,""b\'@cdrider1', 'yes,', 'upon', 'app', 'migration', 'require', 'pinsentry', 'verification', 'gain', 'access.', 'thanks,', 'dean.\'""']"
2291,"2290,""b'@cdrider1 hi craig, in order to register the app you will need to use a pinsentry to do this. thanks, dean.'""","['2290,""b\'@cdrider1', 'hi', 'craig,', 'in', 'order', 'to', 'register', 'the', 'app', 'you', 'will', 'need', 'to', 'use', 'a', 'pinsentry', 'to', 'do', 'this.', 'thanks,', 'dean.\'""']","['2290,""b\'@cdrider1', 'hi', 'craig,', 'order', 'register', 'app', 'need', 'use', 'pinsentry', 'this.', 'thanks,', 'dean.\'""']"
2292,"2291,""b'@juan_amigo hi there, can i just check if you send us a message through the secure message link? if so, the team di\xe2\x80\xa6 https://t.co/8fletxda6f'""","['2291,""b\'@juan_amigo', 'hi', 'there,', 'can', 'i', 'just', 'check', 'if', 'you', 'send', 'us', 'a', 'message', 'through', 'the', 'secure', 'message', 'link?', 'if', 'so,', 'the', 'team', 'di\\xe2\\x80\\xa6', 'https://t.co/8fletxda6f\'""']","['2291,""b\'@juan_amigo', 'hi', 'there,', 'check', 'send', 'us', 'message', 'secure', 'message', 'link?', 'so,', 'team', 'di\\xe2\\x80\\xa6', 'https://t.co/8fletxda6f\'""']"
2293,"2292,b'@danielmturner2 we would need to take a closer look at your online profile securely for this.  the number to call i\xe2\x80\xa6 https://t.co/n0flfwxxex'","[""2292,b'@danielmturner2"", 'we', 'would', 'need', 'to', 'take', 'a', 'closer', 'look', 'at', 'your', 'online', 'profile', 'securely', 'for', 'this.', 'the', 'number', 'to', 'call', 'i\\xe2\\x80\\xa6', ""https://t.co/n0flfwxxex'""]","[""2292,b'@danielmturner2"", 'would', 'need', 'take', 'closer', 'look', 'online', 'profile', 'securely', 'this.', 'number', 'call', 'i\\xe2\\x80\\xa6', ""https://t.co/n0flfwxxex'""]"
2294,"2293,""b'@witchbladelw131 hi there,\n\ni am sorry for the wait time you are experiencing.  is this for a uk or usa barclaycard?\n\n-ross'""","['2293,""b\'@witchbladelw131', 'hi', 'there,\\n\\ni', 'am', 'sorry', 'for', 'the', 'wait', 'time', 'you', 'are', 'experiencing.', 'is', 'this', 'for', 'a', 'uk', 'or', 'usa', 'barclaycard?\\n\\n-ross\'""']","['2293,""b\'@witchbladelw131', 'hi', 'there,\\n\\ni', 'sorry', 'wait', 'time', 'experiencing.', 'uk', 'usa', 'barclaycard?\\n\\n-ross\'""']"
2295,"2294,""b'@anneemmaa depending on your plan and package going through the app, could have call costs.  the free number from b\xe2\x80\xa6 https://t.co/rty38agqo3'""","['2294,""b\'@anneemmaa', 'depending', 'on', 'your', 'plan', 'and', 'package', 'going', 'through', 'the', 'app,', 'could', 'have', 'call', 'costs.', 'the', 'free', 'number', 'from', 'b\\xe2\\x80\\xa6', 'https://t.co/rty38agqo3\'""']","['2294,""b\'@anneemmaa', 'depending', 'plan', 'package', 'going', 'app,', 'could', 'call', 'costs.', 'free', 'number', 'b\\xe2\\x80\\xa6', 'https://t.co/rty38agqo3\'""']"
2296,"2295,""b'@anneemmaa under the direct call option in the app, please use the barclaycard tab.  that will get you to one of ou\xe2\x80\xa6 https://t.co/hqeefvw9mf'""","['2295,""b\'@anneemmaa', 'under', 'the', 'direct', 'call', 'option', 'in', 'the', 'app,', 'please', 'use', 'the', 'barclaycard', 'tab.', 'that', 'will', 'get', 'you', 'to', 'one', 'of', 'ou\\xe2\\x80\\xa6', 'https://t.co/hqeefvw9mf\'""']","['2295,""b\'@anneemmaa', 'direct', 'call', 'option', 'app,', 'please', 'use', 'barclaycard', 'tab.', 'get', 'one', 'ou\\xe2\\x80\\xa6', 'https://t.co/hqeefvw9mf\'""']"
2297,"2296,""b'@anneemmaa hi anne, we would need to take a closer look at this transaction securely. we are not able to access acc\xe2\x80\xa6 https://t.co/vioy7zznc1'""","['2296,""b\'@anneemmaa', 'hi', 'anne,', 'we', 'would', 'need', 'to', 'take', 'a', 'closer', 'look', 'at', 'this', 'transaction', 'securely.', 'we', 'are', 'not', 'able', 'to', 'access', 'acc\\xe2\\x80\\xa6', 'https://t.co/vioy7zznc1\'""']","['2296,""b\'@anneemmaa', 'hi', 'anne,', 'would', 'need', 'take', 'closer', 'look', 'transaction', 'securely.', 'able', 'access', 'acc\\xe2\\x80\\xa6', 'https://t.co/vioy7zznc1\'""']"
2298,"2297,""b'@russell_x hi keira, thanks for letting us know you got this sorted.  is there anything else we can help with?  ross'""","['2297,""b\'@russell_x', 'hi', 'keira,', 'thanks', 'for', 'letting', 'us', 'know', 'you', 'got', 'this', 'sorted.', 'is', 'there', 'anything', 'else', 'we', 'can', 'help', 'with?', 'ross\'""']","['2297,""b\'@russell_x', 'hi', 'keira,', 'thanks', 'letting', 'us', 'know', 'got', 'sorted.', 'anything', 'else', 'help', 'with?', 'ross\'""']"
2299,"2298,""b'@ben_rowberry i have double checked this with the team and, you can transfer a balance from your amex credit card t\xe2\x80\xa6 https://t.co/ewebzgvr0o'""","['2298,""b\'@ben_rowberry', 'i', 'have', 'double', 'checked', 'this', 'with', 'the', 'team', 'and,', 'you', 'can', 'transfer', 'a', 'balance', 'from', 'your', 'amex', 'credit', 'card', 't\\xe2\\x80\\xa6', 'https://t.co/ewebzgvr0o\'""']","['2298,""b\'@ben_rowberry', 'double', 'checked', 'team', 'and,', 'transfer', 'balance', 'amex', 'credit', 'card', 't\\xe2\\x80\\xa6', 'https://t.co/ewebzgvr0o\'""']"
2300,"2299,""b""""@danielmturner2 hi daniel. when this pops up, does it have a code or number with it? this will help me work out what's happening here. andy.""""""","['2299,""b""""@danielmturner2', 'hi', 'daniel.', 'when', 'this', 'pops', 'up,', 'does', 'it', 'have', 'a', 'code', 'or', 'number', 'with', 'it?', 'this', 'will', 'help', 'me', 'work', 'out', ""what's"", 'happening', 'here.', 'andy.""""""']","['2299,""b""""@danielmturner2', 'hi', 'daniel.', 'pops', 'up,', 'code', 'number', 'it?', 'help', 'work', ""what's"", 'happening', 'here.', 'andy.""""""']"
2301,"2300,""b'@progdadsdaddy hi there, thanks for your tweet. is there anything else i can help with?  ross'""","['2300,""b\'@progdadsdaddy', 'hi', 'there,', 'thanks', 'for', 'your', 'tweet.', 'is', 'there', 'anything', 'else', 'i', 'can', 'help', 'with?', 'ross\'""']","['2300,""b\'@progdadsdaddy', 'hi', 'there,', 'thanks', 'tweet.', 'anything', 'else', 'help', 'with?', 'ross\'""']"
2302,"2301,""b""""@_garywhite_ if you dm me your postcode and phone number i'll reach out to my colleagues in the app team to help wi\xe2\x80\xa6 https://t.co/ymcyefjoyz""""""","['2301,""b""""@_garywhite_', 'if', 'you', 'dm', 'me', 'your', 'postcode', 'and', 'phone', 'number', ""i'll"", 'reach', 'out', 'to', 'my', 'colleagues', 'in', 'the', 'app', 'team', 'to', 'help', 'wi\\xe2\\x80\\xa6', 'https://t.co/ymcyefjoyz""""""']","['2301,""b""""@_garywhite_', 'dm', 'postcode', 'phone', 'number', ""i'll"", 'reach', 'colleagues', 'app', 'team', 'help', 'wi\\xe2\\x80\\xa6', 'https://t.co/ymcyefjoyz""""""']"
2303,"2302,""b""""@twittame2311 if there's anything you'd like to speak to us about feel free to drop us a dm james.\nthanks nicola https://t.co/mpqb4etryv""""""","['2302,""b""""@twittame2311', 'if', ""there's"", 'anything', ""you'd"", 'like', 'to', 'speak', 'to', 'us', 'about', 'feel', 'free', 'to', 'drop', 'us', 'a', 'dm', 'james.\\nthanks', 'nicola', 'https://t.co/mpqb4etryv""""""']","['2302,""b""""@twittame2311', ""there's"", 'anything', 'like', 'speak', 'us', 'feel', 'free', 'drop', 'us', 'dm', 'james.\\nthanks', 'nicola', 'https://t.co/mpqb4etryv""""""']"
2304,"2303,""b'@scott_helme hi scott, can you please come over to dm to discuss further? leanne https://t.co/mpqb4etryv'""","['2303,""b\'@scott_helme', 'hi', 'scott,', 'can', 'you', 'please', 'come', 'over', 'to', 'dm', 'to', 'discuss', 'further?', 'leanne', 'https://t.co/mpqb4etryv\'""']","['2303,""b\'@scott_helme', 'hi', 'scott,', 'please', 'come', 'dm', 'discuss', 'further?', 'leanne', 'https://t.co/mpqb4etryv\'""']"
2305,"2304,""b'@bluebells048 with a full choir behind me can i just say """"hallelujah, hallelujah, hallelujah, hallayyyooolaaa"""" lol.\xe2\x80\xa6 https://t.co/xvt38kihw4'""","['2304,""b\'@bluebells048', 'with', 'a', 'full', 'choir', 'behind', 'me', 'can', 'i', 'just', 'say', '""""hallelujah,', 'hallelujah,', 'hallelujah,', 'hallayyyooolaaa""""', 'lol.\\xe2\\x80\\xa6', 'https://t.co/xvt38kihw4\'""']","['2304,""b\'@bluebells048', 'full', 'choir', 'behind', 'say', '""""hallelujah,', 'hallelujah,', 'hallelujah,', 'hallayyyooolaaa""""', 'lol.\\xe2\\x80\\xa6', 'https://t.co/xvt38kihw4\'""']"
2306,"2305,""b'@bluebells048 sorry abut that kim, as stated on the post we are working on getting this fixed as soon as we can. is\xe2\x80\xa6 https://t.co/mxnipdzbza'""","['2305,""b\'@bluebells048', 'sorry', 'abut', 'that', 'kim,', 'as', 'stated', 'on', 'the', 'post', 'we', 'are', 'working', 'on', 'getting', 'this', 'fixed', 'as', 'soon', 'as', 'we', 'can.', 'is\\xe2\\x80\\xa6', 'https://t.co/mxnipdzbza\'""']","['2305,""b\'@bluebells048', 'sorry', 'abut', 'kim,', 'stated', 'post', 'working', 'getting', 'fixed', 'soon', 'can.', 'is\\xe2\\x80\\xa6', 'https://t.co/mxnipdzbza\'""']"
2307,"2306,""b'@steevmitch hi steev. are you a barclaycard us customer? if so, you will need to speak to the team @askbarclaysus b\xe2\x80\xa6 https://t.co/2rcgfbye6m'""","['2306,""b\'@steevmitch', 'hi', 'steev.', 'are', 'you', 'a', 'barclaycard', 'us', 'customer?', 'if', 'so,', 'you', 'will', 'need', 'to', 'speak', 'to', 'the', 'team', '@askbarclaysus', 'b\\xe2\\x80\\xa6', 'https://t.co/2rcgfbye6m\'""']","['2306,""b\'@steevmitch', 'hi', 'steev.', 'barclaycard', 'us', 'customer?', 'so,', 'need', 'speak', 'team', '@askbarclaysus', 'b\\xe2\\x80\\xa6', 'https://t.co/2rcgfbye6m\'""']"
2308,"2307,""b""""@glamsquadhairm1 hi there, @barclaysukhelp will be able to assist you with that. we're barclaycard and can only hel\xe2\x80\xa6 https://t.co/sqa2ynowu0""""""","['2307,""b""""@glamsquadhairm1', 'hi', 'there,', '@barclaysukhelp', 'will', 'be', 'able', 'to', 'assist', 'you', 'with', 'that.', ""we're"", 'barclaycard', 'and', 'can', 'only', 'hel\\xe2\\x80\\xa6', 'https://t.co/sqa2ynowu0""""""']","['2307,""b""""@glamsquadhairm1', 'hi', 'there,', '@barclaysukhelp', 'able', 'assist', 'that.', ""we're"", 'barclaycard', 'hel\\xe2\\x80\\xa6', 'https://t.co/sqa2ynowu0""""""']"
2309,"2308,""b""""@kimonosensei you'd need to speak with revolut as it would depend how they process the transaction. i'd guess it'll\xe2\x80\xa6 https://t.co/woek7e6m1f""""""","['2308,""b""""@kimonosensei', ""you'd"", 'need', 'to', 'speak', 'with', 'revolut', 'as', 'it', 'would', 'depend', 'how', 'they', 'process', 'the', 'transaction.', ""i'd"", 'guess', ""it'll\\xe2\\x80\\xa6"", 'https://t.co/woek7e6m1f""""""']","['2308,""b""""@kimonosensei', 'need', 'speak', 'revolut', 'would', 'depend', 'process', 'transaction.', ""i'd"", 'guess', ""it'll\\xe2\\x80\\xa6"", 'https://t.co/woek7e6m1f""""""']"
2310,"2309,""b""""@v_mccallum cool, thanks for letting me know. i've forwarded the details over to the team but will let them know this as well. thanks, dean.""""""","['2309,""b""""@v_mccallum', 'cool,', 'thanks', 'for', 'letting', 'me', 'know.', ""i've"", 'forwarded', 'the', 'details', 'over', 'to', 'the', 'team', 'but', 'will', 'let', 'them', 'know', 'this', 'as', 'well.', 'thanks,', 'dean.""""""']","['2309,""b""""@v_mccallum', 'cool,', 'thanks', 'letting', 'know.', ""i've"", 'forwarded', 'details', 'team', 'let', 'know', 'well.', 'thanks,', 'dean.""""""']"
2311,"2310,""b""""@v_mccallum i'm not sure to be honest, but i'll drop them the team the details and see what we can find out. thanks, dean.""""""","['2310,""b""""@v_mccallum', ""i'm"", 'not', 'sure', 'to', 'be', 'honest,', 'but', ""i'll"", 'drop', 'them', 'the', 'team', 'the', 'details', 'and', 'see', 'what', 'we', 'can', 'find', 'out.', 'thanks,', 'dean.""""""']","['2310,""b""""@v_mccallum', ""i'm"", 'sure', 'honest,', ""i'll"", 'drop', 'team', 'details', 'see', 'find', 'out.', 'thanks,', 'dean.""""""']"
2312,"2311,""b""""@v_mccallum hi victoria, i am sorry about that. i'll make sure this is fed back to the team right away, are you abl\xe2\x80\xa6 https://t.co/bgtx0bsakc""""""","['2311,""b""""@v_mccallum', 'hi', 'victoria,', 'i', 'am', 'sorry', 'about', 'that.', ""i'll"", 'make', 'sure', 'this', 'is', 'fed', 'back', 'to', 'the', 'team', 'right', 'away,', 'are', 'you', 'abl\\xe2\\x80\\xa6', 'https://t.co/bgtx0bsakc""""""']","['2311,""b""""@v_mccallum', 'hi', 'victoria,', 'sorry', 'that.', ""i'll"", 'make', 'sure', 'fed', 'back', 'team', 'right', 'away,', 'abl\\xe2\\x80\\xa6', 'https://t.co/bgtx0bsakc""""""']"
2313,"2312,""b""""@benhyams2 hi ben, sorry about that. let me see what's going on so i can get this sorted for you. can you dm me a l\xe2\x80\xa6 https://t.co/j0k7soctlh""""""","['2312,""b""""@benhyams2', 'hi', 'ben,', 'sorry', 'about', 'that.', 'let', 'me', 'see', ""what's"", 'going', 'on', 'so', 'i', 'can', 'get', 'this', 'sorted', 'for', 'you.', 'can', 'you', 'dm', 'me', 'a', 'l\\xe2\\x80\\xa6', 'https://t.co/j0k7soctlh""""""']","['2312,""b""""@benhyams2', 'hi', 'ben,', 'sorry', 'that.', 'let', 'see', ""what's"", 'going', 'get', 'sorted', 'you.', 'dm', 'l\\xe2\\x80\\xa6', 'https://t.co/j0k7soctlh""""""']"
2314,"2313,""b""""@realmattmczack hi matt, we deal specifically with barclays in the uk, here's a link to speak with someone in barcl\xe2\x80\xa6 https://t.co/3aozh8xaif""""""","['2313,""b""""@realmattmczack', 'hi', 'matt,', 'we', 'deal', 'specifically', 'with', 'barclays', 'in', 'the', 'uk,', ""here's"", 'a', 'link', 'to', 'speak', 'with', 'someone', 'in', 'barcl\\xe2\\x80\\xa6', 'https://t.co/3aozh8xaif""""""']","['2313,""b""""@realmattmczack', 'hi', 'matt,', 'deal', 'specifically', 'barclays', 'uk,', ""here's"", 'link', 'speak', 'someone', 'barcl\\xe2\\x80\\xa6', 'https://t.co/3aozh8xaif""""""']"
2315,"2314,""b'@dmilanp hi there, we do charge 2.99% for transactions made not in gbp. on a 170 usd payment this would be roughly 5 usd. -kev'""","['2314,""b\'@dmilanp', 'hi', 'there,', 'we', 'do', 'charge', '2.99%', 'for', 'transactions', 'made', 'not', 'in', 'gbp.', 'on', 'a', '170', 'usd', 'payment', 'this', 'would', 'be', 'roughly', '5', 'usd.', '-kev\'""']","['2314,""b\'@dmilanp', 'hi', 'there,', 'charge', '2.99%', 'transactions', 'made', 'gbp.', '170', 'usd', 'payment', 'would', 'roughly', '5', 'usd.', '-kev\'""']"
2316,"2315,""b""""@romk1n ah right, this does seem to be a technical issue with your app. we'd need to speak with you securely to che\xe2\x80\xa6 https://t.co/zh1hpg308y""""""","['2315,""b""""@romk1n', 'ah', 'right,', 'this', 'does', 'seem', 'to', 'be', 'a', 'technical', 'issue', 'with', 'your', 'app.', ""we'd"", 'need', 'to', 'speak', 'with', 'you', 'securely', 'to', 'che\\xe2\\x80\\xa6', 'https://t.co/zh1hpg308y""""""']","['2315,""b""""@romk1n', 'ah', 'right,', 'seem', 'technical', 'issue', 'app.', ""we'd"", 'need', 'speak', 'securely', 'che\\xe2\\x80\\xa6', 'https://t.co/zh1hpg308y""""""']"
2317,"2316,""b'@emily_blonde once the device comes to the end of its battery life, or if you no longer require it, you can drop it\xe2\x80\xa6 https://t.co/dlrmxeniqu'""","['2316,""b\'@emily_blonde', 'once', 'the', 'device', 'comes', 'to', 'the', 'end', 'of', 'its', 'battery', 'life,', 'or', 'if', 'you', 'no', 'longer', 'require', 'it,', 'you', 'can', 'drop', 'it\\xe2\\x80\\xa6', 'https://t.co/dlrmxeniqu\'""']","['2316,""b\'@emily_blonde', 'device', 'comes', 'end', 'battery', 'life,', 'longer', 'require', 'it,', 'drop', 'it\\xe2\\x80\\xa6', 'https://t.co/dlrmxeniqu\'""']"
2318,"2317,""b""""@emily_blonde hi emily, thanks for your feedback. we've been using these devices for a number of years now, and the\xe2\x80\xa6 https://t.co/aj75wj0gho""""""","['2317,""b""""@emily_blonde', 'hi', 'emily,', 'thanks', 'for', 'your', 'feedback.', ""we've"", 'been', 'using', 'these', 'devices', 'for', 'a', 'number', 'of', 'years', 'now,', 'and', 'the\\xe2\\x80\\xa6', 'https://t.co/aj75wj0gho""""""']","['2317,""b""""@emily_blonde', 'hi', 'emily,', 'thanks', 'feedback.', ""we've"", 'using', 'devices', 'number', 'years', 'now,', 'the\\xe2\\x80\\xa6', 'https://t.co/aj75wj0gho""""""']"
2319,"2318,""b""""@romk1n i understand, apologies. if you instead select 'cards' and then scroll to your barclaycard. the option will\xe2\x80\xa6 https://t.co/u0tsgdfpia""""""","['2318,""b""""@romk1n', 'i', 'understand,', 'apologies.', 'if', 'you', 'instead', 'select', ""'cards'"", 'and', 'then', 'scroll', 'to', 'your', 'barclaycard.', 'the', 'option', 'will\\xe2\\x80\\xa6', 'https://t.co/u0tsgdfpia""""""']","['2318,""b""""@romk1n', 'understand,', 'apologies.', 'instead', 'select', ""'cards'"", 'scroll', 'barclaycard.', 'option', 'will\\xe2\\x80\\xa6', 'https://t.co/u0tsgdfpia""""""']"
2320,"2319,""b""""@romk1n thanks for your tweet! if you select the menu from the bottom right of your home screen, and then 'statements and documents'. steven""""""","['2319,""b""""@romk1n', 'thanks', 'for', 'your', 'tweet!', 'if', 'you', 'select', 'the', 'menu', 'from', 'the', 'bottom', 'right', 'of', 'your', 'home', 'screen,', 'and', 'then', ""'statements"", 'and', ""documents'."", 'steven""""""']","['2319,""b""""@romk1n', 'thanks', 'tweet!', 'select', 'menu', 'bottom', 'right', 'home', 'screen,', ""'statements"", ""documents'."", 'steven""""""']"
2321,"2320,""b""""@louisachetnik hi there louisa, i'd like to take a look into this for you. could you please pop over to dm and let\xe2\x80\xa6 https://t.co/kfhvpk9al8""""""","['2320,""b""""@louisachetnik', 'hi', 'there', 'louisa,', ""i'd"", 'like', 'to', 'take', 'a', 'look', 'into', 'this', 'for', 'you.', 'could', 'you', 'please', 'pop', 'over', 'to', 'dm', 'and', 'let\\xe2\\x80\\xa6', 'https://t.co/kfhvpk9al8""""""']","['2320,""b""""@louisachetnik', 'hi', 'louisa,', ""i'd"", 'like', 'take', 'look', 'you.', 'could', 'please', 'pop', 'dm', 'let\\xe2\\x80\\xa6', 'https://t.co/kfhvpk9al8""""""']"
2322,"2321,""b""""@themsmartinez hi there elena, here's a link to our dm. could you please pop through and i'll be more than happy to\xe2\x80\xa6 https://t.co/c72nt03ir8""""""","['2321,""b""""@themsmartinez', 'hi', 'there', 'elena,', ""here's"", 'a', 'link', 'to', 'our', 'dm.', 'could', 'you', 'please', 'pop', 'through', 'and', ""i'll"", 'be', 'more', 'than', 'happy', 'to\\xe2\\x80\\xa6', 'https://t.co/c72nt03ir8""""""']","['2321,""b""""@themsmartinez', 'hi', 'elena,', ""here's"", 'link', 'dm.', 'could', 'please', 'pop', ""i'll"", 'happy', 'to\\xe2\\x80\\xa6', 'https://t.co/c72nt03ir8""""""']"
2323,"2322,""b""""@hollyfreer hi holly, i'm sorry to hear of your experience. i've responded to your dm. -kev""""""","['2322,""b""""@hollyfreer', 'hi', 'holly,', ""i'm"", 'sorry', 'to', 'hear', 'of', 'your', 'experience.', ""i've"", 'responded', 'to', 'your', 'dm.', '-kev""""""']","['2322,""b""""@hollyfreer', 'hi', 'holly,', ""i'm"", 'sorry', 'hear', 'experience.', ""i've"", 'responded', 'dm.', '-kev""""""']"
2324,"2323,""b'@themsmartinez @amazonuk @amazonhelp hi elena, have you spoken to our disputes team to raise this with them? thanks nicola'""","['2323,""b\'@themsmartinez', '@amazonuk', '@amazonhelp', 'hi', 'elena,', 'have', 'you', 'spoken', 'to', 'our', 'disputes', 'team', 'to', 'raise', 'this', 'with', 'them?', 'thanks', 'nicola\'""']","['2323,""b\'@themsmartinez', '@amazonuk', '@amazonhelp', 'hi', 'elena,', 'spoken', 'disputes', 'team', 'raise', 'them?', 'thanks', 'nicola\'""']"
2325,"2324,""b""""@tinselchut hi clare, we're not able to recall it but we can call you tomorrow to send one of the payments back to\xe2\x80\xa6 https://t.co/pckffdi9wv""""""","['2324,""b""""@tinselchut', 'hi', 'clare,', ""we're"", 'not', 'able', 'to', 'recall', 'it', 'but', 'we', 'can', 'call', 'you', 'tomorrow', 'to', 'send', 'one', 'of', 'the', 'payments', 'back', 'to\\xe2\\x80\\xa6', 'https://t.co/pckffdi9wv""""""']","['2324,""b""""@tinselchut', 'hi', 'clare,', ""we're"", 'able', 'recall', 'call', 'tomorrow', 'send', 'one', 'payments', 'back', 'to\\xe2\\x80\\xa6', 'https://t.co/pckffdi9wv""""""']"
2326,"2325,""b""""@flyjuvember hi there, i'm really sorry but i can only help with uk accounts. you'll need to contact the german tea\xe2\x80\xa6 https://t.co/ly7d56onzd""""""","['2325,""b""""@flyjuvember', 'hi', 'there,', ""i'm"", 'really', 'sorry', 'but', 'i', 'can', 'only', 'help', 'with', 'uk', 'accounts.', ""you'll"", 'need', 'to', 'contact', 'the', 'german', 'tea\\xe2\\x80\\xa6', 'https://t.co/ly7d56onzd""""""']","['2325,""b""""@flyjuvember', 'hi', 'there,', ""i'm"", 'really', 'sorry', 'help', 'uk', 'accounts.', 'need', 'contact', 'german', 'tea\\xe2\\x80\\xa6', 'https://t.co/ly7d56onzd""""""']"
2327,"2326,b'@skiking69 sorry about that. if i can help with anything else please let me know. thanks nicola'","[""2326,b'@skiking69"", 'sorry', 'about', 'that.', 'if', 'i', 'can', 'help', 'with', 'anything', 'else', 'please', 'let', 'me', 'know.', 'thanks', ""nicola'""]","[""2326,b'@skiking69"", 'sorry', 'that.', 'help', 'anything', 'else', 'please', 'let', 'know.', 'thanks', ""nicola'""]"
