,text
2353,"b""@jmdarley hello james, oh no this doesn't sound good. i'm going to be honest here, but i can't say we've had this o\xe2\x80\xa6 https://t.co/mddbpthxbc"""
2354,"b'@jenkmart11111 hiya jen, thanks for dropping by :) are you a barclays customer? feel free to pop into dm and let me\xe2\x80\xa6 https://t.co/r3pxchpkzm'"
2355,b'@cjharrisonn we\xe2\x80\x99ll need to check out what\xe2\x80\x99s happening here. if you can give our team a call on 08001510900 (open 24\xe2\x80\xa6 https://t.co/u2lnxxozei'
2356,"b""@super_smith777 hi there, thanks for dropping by. i'm sorry you don't like our contactless mobile feature :( we've\xe2\x80\xa6 https://t.co/ro15qiyjsy"""
2357,"b'@_nicolesteward hi nicole! happy days! pleased this was sorted nice and quickly for you, nicole. have a great weekend. amiee'"
2358,"b'@cjharrisonn thanks for confirming this callum, as long as you\'re using the correct pin and selecting ""response"" th\xe2\x80\xa6 https://t.co/v1tyenictq'"
2359,"b""@cjharrisonn i know it might sound basic callum, but can i just make sure that you're clicking the 'respond' key wh\xe2\x80\xa6 https://t.co/e1flswyaxa"""
2360,"b""@daveboa just go to 'more', then 'settings', and tap on 'app log-out time'. you can set this up to two minutes, mea\xe2\x80\xa6 https://t.co/t4aqecrlro"""
2361,"b""@daveboa hi again dave, sorry that you're still having some trouble :( the text usually comes from your bank as par\xe2\x80\xa6 https://t.co/6m3ij4huya"""
2362,"b'@amelia_bkr good evening amelia, it may be that your card has been flagged for additional security checks. please c\xe2\x80\xa6 https://t.co/sq1ich5t71'"
2363,"b""@theheadsoffice ah julia these are such kind words! i'm so happy to hear that we've been able to help this evening\xe2\x80\xa6 https://t.co/78kvu9aurf"""
2364,"b""@cjharrisonn i'd give the app team a call on 0333 202 1035 for hlp with that callum, they may need to log it as an\xe2\x80\xa6 https://t.co/fmv3abyj7n"""
2365,"b""@judithingham ah that's good to hear. have a great weekend, judith :) kevin"""
2366,b'good news - you can now log in to our app as normal. sorry it\xe2\x80\x99s taken us a while to fix the issue. \n\nthank you for your patience'
2367,"b'@lakytwitt ok lakshitha, if you do need help in the meantime let me know. thanks nicola'"
2368,"b""@_robkins hi rob, i'd recommend calling our app team to help with that. they're available on 0333 202 1035 between\xe2\x80\xa6 https://t.co/nluhp0b2ib"""
2369,"b""@lakytwitt hi lakshitha, sorry you've not yet received the pin sentry. it may be worth a call to our app team on 03\xe2\x80\xa6 https://t.co/gnom7pdky6"""
2370,"b""@bowdav1 @payzone_uk hi david, you'd need to reach out to @bcardbusiness for help with that. they're available 9am\xe2\x80\xa6 https://t.co/3ue57dmnoa"""
2371,b'@littledotchris oooh thanks chris. glad that resolved it for you. :-) thanks nicola'
2372,b'@littledotchris the team are working on changes to the app chris. in the meantime have you changed your app timeout settings? thanks nicola'
2373,"b""@dayviemarriott sorry to hear this dave, you'll be best reaching out to our colleagues @bcardbusiness 9am to 5pm mo\xe2\x80\xa6 https://t.co/vmktuhhepy"""
2374,b'@honestlyhelen and we all look like that here helen. :-) thanks so much for the lovely feedback. if you dm me your\xe2\x80\xa6 https://t.co/bsnynunox1'
2375,"b""@jillysued hi jillian, thanks for your tweet. we're aware of issues within our app this morning that we're working\xe2\x80\xa6 https://t.co/d1amdfjzhk"""
2376,"b'@bignick_gaming hi nicholas, you should now be able to use the app without issue, we did have a few problems a litt\xe2\x80\xa6 https://t.co/zstpsss9jh'"
2377,"b""@ummalido can you drop me a dm and i'll give you more information about how you can do this luca. thanks nicola https://t.co/mpqb4etryv"""
2378,"b'if you\xe2\x80\x99re unable to access your app, we\xe2\x80\x99re sorry. you can still use online and telephone banking as normal.\n\nwe\xe2\x80\x99re\xe2\x80\xa6 https://t.co/btbmoipn0b'"
2379,"b""@mrs_mac99 this has been reported to the team, i'll keep you posted for any updates jay. thanks, dean."""
2380,"b'@mrs_mac99 please accept my apologies jay, the team are still working on this and the update should be available as\xe2\x80\xa6 https://t.co/plsgcgcmpy'"
2381,"b'@darcydooxx okay, i would recommend calling our digital team to check this out on 0800 161 5300. thanks, dean.'"
2382,"b'@darcydooxx i am sorry about this, have you tried using a different connection to access the app such as using mobile data? thanks, dean.'"
2383,"b""@darcydooxx that's odd helen, has this been happening for long? thanks, dean."""
2384,"b'@darcydooxx are you having trouble with the app helen? thanks, dean.'"
2385,"b""@misskirsty_j thank you for trying all those steps, kirsty. i'd recommend you give our app team a quick call on 033\xe2\x80\xa6 https://t.co/061i5wdimy"""
2386,"b'@angel30eyes hi there, what is happening when you are trying to use the app?  please come over to dm where the char\xe2\x80\xa6 https://t.co/gfxmc8ty5t'"
2387,"b'@misskirsty_j hmm okay kirsty, thanks for trying this! can you also double check that your phone is allowing your a\xe2\x80\xa6 https://t.co/ypoki4qgmk'"
2388,"b'@misskirsty_j can you force close the app, change your phone to the uk time and date, then try the app again for me please? paul'"
2389,"b'@misskirsty_j can i check, are you outside of the uk at the moment? andy.'"
2390,b'@misskirsty_j thank you. does that message have a code or number with it? andy.'
2391,"b""@chrissykinsella it's my pleasure chrissy :) let me know if you need help with anything else in the future; we're h\xe2\x80\xa6 https://t.co/8vfvovb5km"""
2392,"b""@misskirsty_j hi kirsty. you should have been able to use it as normal over the last two days. what's been happening when you try? andy."""
2393,"b""@chrissykinsella hi there chrissy, sorry for any confusion! i hope you're well today. a payment to your old card sh\xe2\x80\xa6 https://t.co/mrstfmb5d6"""
2394,"b""@reharper1989 hi there ricky, this doesn't sound good at all and i'm sorry to hear you're having such trouble with\xe2\x80\xa6 https://t.co/exryb3xojk"""
2395,"b'@jackregnart @monzo hi jack, can you drop me a dm. thanks, nicola https://t.co/mpqb4etryv'"
2396,b'we\xe2\x80\x99ll be working on our app tonight from 23:30 during which time you won\xe2\x80\x99t be able to view or manage your account \xf0\x9f\x93\xb1\xe2\x80\xa6 https://t.co/axxlwywprh'
2397,"b'@sylvimachado hi sylvia, i can see you have also come through to us via dm so we can speak about this further there. paul'"
2398,"b""@pauldowlingreal hi paul! i'd like to take a look for you to see if we can help; can you pop across to dm with your\xe2\x80\xa6 https://t.co/mcd1pck1dn"""
2399,"b""@jcb_digger ah no john, or at least it's not just you! :) let us know if you need help with anything else in the fu\xe2\x80\xa6 https://t.co/btxxm4udny"""
2400,"b""@woodsyefc ah it's great to hear that my colleagues over the phone were able to help you get back any money lost ke\xe2\x80\xa6 https://t.co/eikjs6lwlz"""
2401,"b""@jcb_digger it's no longer in the app i'm afraid john. i don't have any information about if we're planning on intr\xe2\x80\xa6 https://t.co/bqxe1vx1f6"""
2402,"b""@woodsyefc @iformanator @facebook if your wife used her barclaycard to buy the furniture just drop me a dm and i'll\xe2\x80\xa6 https://t.co/oyigan2on1"""
2403,"b""@jackregnart @monzo i'll speak to our developers to see if this is something we're working on. bear with me. thanks nicola"""
2404,"b""@jcb_digger hi john, you can see this date if you check in your online account. if you don't have access drop me a\xe2\x80\xa6 https://t.co/7lskmnw67f"""
2405,"b""@capedavenger hi julian, i've got some info for you but there's too much for a tweet. can you dm me? thanks nicola https://t.co/mpqb4etryv"""
2406,"b'@jackregnart @monzo hi jack, have you tried changing your settings to allow the sms to sit at the top of your scree\xe2\x80\xa6 https://t.co/bkpjhobit2'"
2407,"b""@jackregnart what are the issues you're facing when trying to make a payment jack? thanks nicola"""
2408,b'@sarahhhhhhjane going to try you now sarah-jane. thanks nicola'
2409,"b""@toni_w86 2/2 plus, you'll benefit from the 'up to 56-day interest free' period if your balance is repaid in full b\xe2\x80\xa6 https://t.co/nhuaremoxp"""
2410,"b'@toni_w86 thanks toni. you just pay one single, non-sterling transaction fee of 2.99% on each transaction when you\xe2\x80\xa6 https://t.co/z58s1wh1lq'"
2411,"b'@toni_w86 hi toni, did you have a platinum travel card? thanks nicola'"
2412,"b'@jonschle okay, keep us informed with this jonas. jo'"
2413,"b""@jonschle hi jonschl, there's no issues at the moment that we're aware of. could you deleted the cache and cookies\xe2\x80\xa6 https://t.co/9ucxfir7qq"""
2414,"b""@tmckinnin morning, i'm great. hope you are too. have a lovely day. jo"""
2415,"b'@jenzerr hi jenni, apologies about this. was this sent via a secure message online? the team are really busy but wi\xe2\x80\xa6 https://t.co/mwlfnr0jzp'"
2416,"b""@capedavenger ah thanks for letting me know. i've reached out to the team to see if they can provide me with more i\xe2\x80\xa6 https://t.co/nzxbai88hf"""
2417,"b'@jackregnart hello jack, thanks for getting in touch. you can still do a transfer to your barclaycard from your mon\xe2\x80\xa6 https://t.co/j0aefpoasp'"
2418,"b'@scottmyers785 we are not able to arrange callbacks from here on twitter, for security reasons and the nature of so\xe2\x80\xa6 https://t.co/m0pjafwyo7'"
2419,"b'@scottmyers785 thanks for clarifying, please call the 03332001014 number quoting that reference when you can.  the\xe2\x80\xa6 https://t.co/sv7kchucmx'"
2420,"b'@capedavenger sorry for the late reply.  can i clarify, when you go to the yolt app, can you not see any options to\xe2\x80\xa6 https://t.co/o8v1ncxcsm'"
2421,"b'@ant_sykes83 hi antony, that payment would normally be transferred over to your new card when the refund goes to an\xe2\x80\xa6 https://t.co/jegcxb0olz'"
2422,b'@scottmyers785 sorry for the late reply.  did you manage to get through to one of our agents on the phone? also did\xe2\x80\xa6 https://t.co/m4mpseopj7'
2423,"b""@capedavenger hi julian. can i check who you bank with please? i'll see what i can find out. andy."""
2424,"b'@scottmyers785 ok, this would suggest that the old registration is still active. is this on a new mobile device or the same one? andy.'"
2425,"b""@scottmyers785 hi scott. i am so sorry you've been passed around like this. can you tell me what it is you're calli\xe2\x80\xa6 https://t.co/nyplpebtks"""
2426,"b""@duffy_mrss i wouldn't be able to say but they will be in touch as soon as possible. if we get a reply confirming w\xe2\x80\xa6 https://t.co/nrtjc440zp"""
2427,"b""@realofficediary @uber @uber_support hi there, we're barclaycard uk. @askbarclaysus can discuss a us barclaycard wi\xe2\x80\xa6 https://t.co/hwbp0twd6f"""
2428,"b""@robstonehouse hi rob. i'm sorry you haven't got what you needed from the app and over the phone. i would like to h\xe2\x80\xa6 https://t.co/ypvhmuldhi"""
2429,"b'@tangerinetwirly ah okay, that explains it. if you need any help in the meantime i can give you a call to do that i\xe2\x80\xa6 https://t.co/julnd30rtf'"
2430,"b'@duffy_mrss i really do sympathise, susy. i have emailed the team and asked them to get in touch. thanks nicola'"
2431,"b""@irickyd hi ricky, sorry for all the duplicates. this is something we are aware of and i'll make sure to feed this\xe2\x80\xa6 https://t.co/pvwbu1decv"""
2432,b'@tangerinetwirly if you can take a picture of the pin sentry at that stage and dm me it with your postcode and phon\xe2\x80\xa6 https://t.co/levseid1f0'
2433,"b""@tangerinetwirly that's very odd tracy. our app team will be able to help with that. if you'd rather i call and pas\xe2\x80\xa6 https://t.co/lxsmwq3ara"""
2434,"b""@efren_prieto hi efren, i've just replied to your dm. thanks nicola"""
2435,"b""@malloryschwarz @americanexpress hi mallory, we're barclaycard uk. to discuss a us account you'd need to speak with\xe2\x80\xa6 https://t.co/gdtsxuhyci"""
2436,"b""@duffy_mrss hi susie, sorry that the app isn't displaying the correct information for you. you'd be best to speak t\xe2\x80\xa6 https://t.co/jkyz0rd3gv"""
2437,"b""@scole127 if you're getting marketing emails you'd like to stop dm me and i can call you to help with that. thanks, nicola 2/2"""
2438,"b'@scole127 hi stephen, we are following guidelines set out by the fca and notifying customers how paying off their a\xe2\x80\xa6 https://t.co/minqwnipij'"
2439,"b""@tangerinetwirly hi tracy, the 8 digit code is given to you on the app to put into the pin sentry. if you're still\xe2\x80\xa6 https://t.co/xhigchz6wn"""
2440,"b""@addy89399893 hi addy, i'll make the team aware you've received these multiple times. you do get these sent each ti\xe2\x80\xa6 https://t.co/3ytvqyqypn"""
2441,"b""@katharinemerry thanks for the feedback katharine. sorry you didn't get the acknowledgement, our team have been a l\xe2\x80\xa6 https://t.co/5ve3djt2gp"""
2442,"b""@davidst09130967 sorry about the delay getting this functionality to pixels. we don't have a set time frame to give\xe2\x80\xa6 https://t.co/b0s4nq7aut"""
2443,"b""@kentucky7887 @uber hi rei, @askbarclaysus can help further with any us barclaycard queries. they're available  mon\xe2\x80\xa6 https://t.co/h8e3yorsdb"""
2444,"b""@davidst09130967 hi david, the update is due to go ahead very soon. in the meantime if you've got both the barclays\xe2\x80\xa6 https://t.co/xc6aikumfv"""
2445,"b""@tuulaeskelinen ah amazing that you can get, we're here 24/7 if you do need us for anything. jo"""
2446,"b""@retrorally hi andy, thanks for your message. is this when you're trying to call the customer service team, andy? a\xe2\x80\xa6 https://t.co/zlctycqhhe"""
2447,b'@the__dunster our friends at barclaycard usa may be able to help further from their twitter page: @askbarclaysus mo\xe2\x80\xa6 https://t.co/vafx3efjxw'
2448,"b'@the__dunster thank for clarifying, i am sorry about the wait times you are getting and hopefully they will help yo\xe2\x80\xa6 https://t.co/qpabqs4evv'"
2449,b'@the__dunster do you have a barclaycard uk or usa account?  ross'
2450,b'@the__dunster what number have you called?  ross'
2451,"b'@the__dunster hi dan, sorry for the wait time.  have you managed to speak to anyone yet and get this sorted?  ross'"
2452,"b'@_garywhite_ please do call the team from the previous tweet when the team are open, so this can be looked and chec\xe2\x80\xa6 https://t.co/nq71eazms0'"
2453,"b'@_garywhite_ you will need to speak with the dedicated app team, who are available on 03332021035 (7am to midnight)\xe2\x80\xa6 https://t.co/fj8ezlpi0q'"
2454,"b'@_garywhite_ thanks for clarifying, i just needed to check.  when this error code does appear, it indicates there i\xe2\x80\xa6 https://t.co/wqhjwao5bd'"
2455,"b'@_garywhite_ sorry about that, i meant are you registering the app on a new phone or the same phone you have always\xe2\x80\xa6 https://t.co/bhph74vcbf'"
2456,"b'@_garywhite_ hi gary, sorry for the wait time on getting through to our team.  i do want to help and explore this f\xe2\x80\xa6 https://t.co/dffl5k9h61'"
2457,"b'@sarahhhhhhjane hi sarah-jane, i will get it arranged for one of our agents to give you a call at 10am uk time today.  ross'"
2458,"b""@claireweenie hello claire, that's great to hear i'd love to get this passed on to the team. was this feedback in r\xe2\x80\xa6 https://t.co/voyh4wkzug"""
2459,"b'@livmitchell10 hi there olivia, sorry to hear you were impacted by the situation with thomas cook :( our team is wo\xe2\x80\xa6 https://t.co/hljwslvdlh'"
2460,"b""@lauraballpa my pleasure! :) let me know if you need anything else; we're here 24/7. paul"""
2461,"b""@lauraballpa ah yes laura, i don't see that mentioned on the app! you can pop in your suggestions directly within t\xe2\x80\xa6 https://t.co/dgzs7g6xzg"""
2462,"b""@lauraballpa hi there laura! let's see if we can find this for you. you've mentioned the cut off date for a month;\xe2\x80\xa6 https://t.co/3w84rkzhhc"""
2463,"b""@phillipcoyne if there are none showing that would mean there's nothing currently available for you i'm afraid phil\xe2\x80\xa6 https://t.co/188urwxy2p"""
2464,"b'@edbanks82 ah okay ed, thanks for letting me know. thanks nicola'"
2465,"b""@simonmcgoun hi simon, the greeting is something you've set up yourself. you can change it though if you want. when\xe2\x80\xa6 https://t.co/vmaszx4yhn"""
2466,"b""@edbanks82 hi ed, it sounds like our digital team will need to take a look at that for you to see if it's an ongoin\xe2\x80\xa6 https://t.co/gphlnkgwbt"""
2467,"b""@centercourt2015 @uber hi ry, \n\nyou're through to the uk. it will be best to speak to the @askbarclaysus team monda\xe2\x80\xa6 https://t.co/3i2tfjyg2a"""
2468,"b'@leaky_beaky hi leaky, the team have confirmed the fix will be available shortly. in the meantime if you have  the\xe2\x80\xa6 https://t.co/tcjsfk0f1t'"
2469,b'@lesleyd23 just replied to it lesley. thanks nicola'
2470,"b""@tmckinnin it's pretty sunny here today. our plans for the day are to keep smiling. :-) thanks nicola"""
2471,"b""@isteel hi ian, this is due to new regulations that have been introduced for enhanced security. if you'd like to sp\xe2\x80\xa6 https://t.co/onndtdfgyd"""
2472,"b'@mikewiow hi mike, email marketing will stop before the 8 weeks but we advise 8 weeks for all marketing to stop acr\xe2\x80\xa6 https://t.co/kd0jz1egre'"
2473,"b""@tmckinnin morning, i'm great thanks for asking. hope you are too, have a lovely day. jo"""
2474,"b'@stevi_angove hello stevi, thanks for your message. oh no sorry there is no settlement, it would be what the amount\xe2\x80\xa6 https://t.co/mcitwidqah'"
2475,"b'@tariqfilms hello there, are you able to tell me a little more about what is happening, if you can pop into dm that\xe2\x80\xa6 https://t.co/mwcwfycsop'"
2476,"b'@simonmcgoun hello there, thanks for your message. can i help you with anything at all?  jo'"
2477,"b'@jasonrpick @uber hi jason, your tweet suggests that you may be looking for barclaycard us. you can reach them\xe2\x80\xa6 https://t.co/hc9ruibmlj'"
2478,"b'@foxfyrephotos hi there, please call our helpline so we can go through security and look to get this sorted for you\xe2\x80\xa6 https://t.co/v23ghham93'"
2479,"b""@pedro1278 thanks for your tweet, i'm sorry to hear your unhappy. can you please give us a little more information\xe2\x80\xa6 https://t.co/ol7avfmj4a"""
2480,"b""@timospears thank you for clarifying. i'll leave you with our colleagues in america. steven"""
2481,"b'@ry_mcdonough25 hi ryan, your tweet suggests that you may be looking for barclaycard us. not to worry, you can reac\xe2\x80\xa6 https://t.co/ryik3p6ryq'"
2482,"b""@iamthebm sorry to hear you've been having trouble lindsay. would you like to send us a dm with a little more info,\xe2\x80\xa6 https://t.co/bq0chxzia4"""
2483,"b'@joewarne96 hi joe, we would need to take a closer look at your profile securely.  please call our digital mobile t\xe2\x80\xa6 https://t.co/sj8u8e9yee'"
2484,"b""@nick_ncsu thanks for your tweet, and sorry to hear you're unhappy. we're the uk team, but our colleagues in americ\xe2\x80\xa6 https://t.co/bnm7z9ag13"""
2485,"b""@karen_wickert thanks for your tweet, and sorry to hear you're unhappy. we're the uk team, but our colleagues in am\xe2\x80\xa6 https://t.co/iwve5fo8xe"""
2486,"b'@jan50essex hi there, i would like to help and take a closer look at this for you to explore further.  please come\xe2\x80\xa6 https://t.co/6bsxd9y8r0'"
2487,"b'@jmfelds thanks for your tweet, our colleagues in america will be happy to offer guidance if you need any further a\xe2\x80\xa6 https://t.co/1zxohuq2tx'"
2488,"b""@timospears sorry to hear you're having issues. with you mentioning jetblue, are you a us customer? if so, our coll\xe2\x80\xa6 https://t.co/lfohiaqvxl"""
2489,"b""@ry_wilkinson hi ryan, we're aware of this issue and this should be fixed very shortly. if you need help in the mea\xe2\x80\xa6 https://t.co/xtvewwkneb"""
2490,"b'@simonelauren hi simone, if this is in relation to a us barclaycard @askbarclaysus will be able to assist further.\xe2\x80\xa6 https://t.co/exjspfwzux'"
2491,"b'@buffalou73 hi there, we do not have an email address but drop me a dm and i can look to help you out. thanks, dean. https://t.co/mpqb4etryv'"
2492,"b""@leaky_beaky i'll try to find out for you leaky. thanks nicola"""
2493,"b'@joannebrayson anytime joanne! have a lovely day! thanks, dean.'"
2494,"b'@ry_wilkinson sorry to hear this ryan, what error messages are showing up? thanks, dean.'"
2495,"b'@sparkypatrick apologies patrick, we are hoping to fix this issue as quickly as we can. if you need an update or wo\xe2\x80\xa6 https://t.co/i6jbivpfgm'"
2496,"b'@rgparkins hey richard, there is an option in more, settings and the app log out time which should help you out here :) thanks, dean.'"
2497,"b'@cpr81 can you dm me a screenshot of what shows for you please? thanks, dean. https://t.co/mpqb4etryv'"
2498,"b'@cpr81 hey chris, once you select your barclaycard in the app it should show amount pending and you can then select\xe2\x80\xa6 https://t.co/edr8eaj2nq'"
2499,"b'@cpr81 hi chris, thanks for getting in touch. the pending payments are displayed at the top of the screen when you\xe2\x80\xa6 https://t.co/wgsoedohst'"
2500,b'@tuulaeskelinen are there any error codes or messages showing? nicola l'
2501,"b'@dudetteparente unfortunately however, this is the time it may take for you to stop receiving marketing after follo\xe2\x80\xa6 https://t.co/d81s4ohsgd'"
2502,"b""@dudetteparente @dudetteparente i'm sorry you feel this way cristina, and if you would like to make a complaint the\xe2\x80\xa6 https://t.co/j4ltz3eud1"""
2503,"b'@tuulaeskelinen hi tuula. sorry about this, all seems to working fine here. can i ask exactly what happens when you try to log in? nicola l'"
2504,"b'@mikewiow hi mike, thanks for getting in touch. marketing campaigns are prepared 8 weeks in advance, so you may sti\xe2\x80\xa6 https://t.co/naheflxaxq'"
2505,"b'@dorianfarrimond yes of course dorian, no worries. - dan'"
2506,"b""@dorianfarrimond afternoon dorian, sorry that you're having some issues with our app if you call our digital team o\xe2\x80\xa6 https://t.co/shcs8eg4vo"""
2507,"b'@darren_moore hi darren, are you getting any error codes or messages when trying to log in? brogan'"
2508,b'@ryanjowitt2 hi ryan. are you having issues logging in or are you needing a pinsentry card reader sending out to you? - dan'
2509,"b""@fbht_x i'm sorry about that flo, as i don't work on the internet help desk i can't actually resolve this for you.\xe2\x80\xa6 https://t.co/ob3trgj3zv"""
2510,"b""@tracy_in_uk if your credit card doesn't appear by tomorrow, i'd advise to give the team a call as they should be a\xe2\x80\xa6 https://t.co/81z2udoydo"""
2511,"b""@tracy_in_uk great, thanks tracy. that's right, we've merged the 2 apps together. \xf0\x9f\x91\x8d it does appear that your credit\xe2\x80\xa6 https://t.co/zex1t0gose"""
2512,"b""@tracy_in_uk hi there tracy. i'd like to check a couple of things so we can put this right. \xf0\x9f\x91\x8d just to check, do you\xe2\x80\xa6 https://t.co/aipg4tzncm"""
2513,"b'@tagworldguide hi tobias, we are working as fast as we can to get everything back up and working from our planned o\xe2\x80\xa6 https://t.co/8ddzkbhyvs'"
2514,"b""@k18cav @iconews @pragroupinc thanks kirsty, i've responded to your dm now. -kev"""
2515,"b""@k18cav hi kirsty, i'd like to see how we can help. pop through to dm using the link below. -kev https://t.co/mpqb4etryv"""
2516,"b""@sylviaurb ah great, glad it's working now. thanks for flagging this with us too, we are here 24/7 if you need anything else at all. -kev"""
2517,"b""@hannahwalters8_ i'm really sorry to hear you've had this expereince hannah. i'm also sad to hear you're leaving us\xe2\x80\xa6 https://t.co/y43aahymw2"""
2518,"b""@colinmackay yeah i completely understand, colin. thanks again for the feedback, i'll look to feed this back to the team. jo"""
2519,"b'@colinmackay that is strange, is that the first time this has happened? jo'"
2520,b'@colinmackay ah and did the payment go through ok? jo'
2521,"b""@colinmackay hello colin, thanks for your message. can i ask is this when you're on the barclaycard online? jo"""
2522,"b'@sylviaurb hello sylvia, thanks for your message. ah this is strange, how long have you been trying this? jo'"
2523,"b'@renshawmiss hey, yeah it would be correct but the new minimum payment would be adjusted for next month. thanks, dean.'"
2524,"b'@runsfordad @vodafoneuk lovely to hear sam, i hope everything gets sorted! thanks, dean.'"
2525,"b'@runsfordad @vodafoneuk sorry to hear this sam, if you need any further help from us just drop me a dm! thanks, dean.'"
2526,"b""@rubyfox_xo that's odd ruby, it may have been registered previously. i recommend you confirm the correct one and al\xe2\x80\xa6 https://t.co/yaj8fafq4l"""
2527,"b'@planet_pedro it has changed recently, sorry its not been updated on the statement peter. thanks, dean.'"
2528,"b""@rubyfox_xo when you're logged in, the top left hand corner is an icon of a person select this and you can amend this here :) thanks, dean."""
2529,"b'@rubyfox_xo hey ruby, do you have access to the app or website? thanks, dean.'"
2530,"b'@jamien400 hi jamie, any offers such as balance transfers are not always available on customers accounts but we do\xe2\x80\xa6 https://t.co/ynu2ibikjx'"
2531,"b""@inezliberato hi in\xc3\xaas. i'm so sorry that you're having some issues accessing our app. if you call the app team dire\xe2\x80\xa6 https://t.co/5cysxht7uk"""
2532,"b'@trishyk_ ah i see, i\xe2\x80\x99m pleased you\xe2\x80\x99ve managed to order this now. i do apologise you haven\xe2\x80\x99t had the best experienc\xe2\x80\xa6 https://t.co/kbaabf0iha'"
2533,"b""@alexwild891 of course alex, just let us know and we'd be happy to help. you can also dm us if you'd like some priv\xe2\x80\xa6 https://t.co/8zm6mblplj"""
2534,"b'@trishyk_ i understand, but has a member of staff confirmed one is on its way to you now? steven'"
2535,"b""@ipuk_1 hi there, we deal specifically with barclaycard in the uk, but here's a link to contact barclaycard in germ\xe2\x80\xa6 https://t.co/zhk8h97iba"""
2536,"b""@catwellham hi cat, thanks for letting me know this. i'd like to help make sure that you can pay your credit card b\xe2\x80\xa6 https://t.co/zau70ppsya"""
2537,"b""@chrisbicknell12 sorry to hear you're having issues chris. would you like to send us a dm with the specifics so we\xe2\x80\xa6 https://t.co/p9h6ou1m79"""
2538,"b'@planet_pedro hi peter, you can use the following address for postal payments:\n\nbarclaycard, po box 292, sheffield,\xe2\x80\xa6 https://t.co/dhs7ukznaj'"
2539,"b""@sjbroughton hi there steve, it's not great to hear about the experience you've received. i'd certainly like to hel\xe2\x80\xa6 https://t.co/pulxp2dtom"""
2540,"b""@dudetteparente hi cristina, i'm sorry to hear this. if you follow the link below, and select 'data objection'. ple\xe2\x80\xa6 https://t.co/glz9nycvjm"""
2541,"b""@trishyk_ please accept my apologies trish, have the team sent that out for you? i'll make sure this is all fed back for you. thanks, dean."""
2542,"b""@reallygamerdude awesome news! i'll make sure it's fed back for you straight away! thanks, dean."""
2543,"b""@duffy_mrss i am sure if you call the team they'll get you signed into the site as well. thanks, dean."""
2544,"b""@duffy_mrss i am sorry you feel this way, if you're wanting to log a complaint about this you can do so with our di\xe2\x80\xa6 https://t.co/og6t6lgmbo"""
2545,"b'@fbht_x please accept my apologies flo, can i help you with anything? thanks, dean.'"
2546,"b'@duffy_mrss you can call them on 0800 161 5300 :) thanks, dean.'"
2547,"b'@duffy_mrss i have checked this out and the team will need to speak with you to check that out. thanks, dean.'"
2548,"b'@duffy_mrss hey susie, what error message shows up? thanks, dean.'"
2549,b'@trishyk_ i understand trish but you can call the team on the number provided to help get you signed in and you can\xe2\x80\xa6 https://t.co/0gyxejdcit'
2550,"b'@trishyk_ i am sorry about that trish, we do offer alternative payment methods such as debit card on our website ov\xe2\x80\xa6 https://t.co/yt9aznzpbt'"
2551,"b'@_oxstacey messaged you about this stacey :) thanks, dean.'"
2552,b'@lpw1968 just replied. :-) thanks nicola'
2553,"b""@stephenjwalker hi stephen, @bcardbusiness can help you further with this. they're available monday to friday 9am to 5pm. thanks nicola"""
2554,"b'when the #clocksgoback on 27 october \xe2\xac\x85\xef\xb8\x8f, we\xe2\x80\x99ll keep you moving forward \xe2\x9e\xa1\xef\xb8\x8f whatever the hour, we\xe2\x80\x99re here when you ne\xe2\x80\xa6 https://t.co/bg4jjf1ejz'"
2555,"b""@kindof_iraqi that's not good, i'd recommend carrying your card with you for the time being. thanks, dean."""
2556,"b""@peterdpersson hey, i am sorry to hear this. if you dm me your wife's name, postcode and contact number so i can ta\xe2\x80\xa6 https://t.co/eupucl3jjk"""
2557,"b""@kindof_iraqi hi shireen, i am sorry to hear this. i'll make sure this is fed back straight away. thanks, dean."""
2558,"b'@hannahwalters8_ i am very sorry to hear this hannah, is there anything i can help you with? thanks, dean.'"
2559,b'@becki2391 no worries becki. i hope you get it sorted. thanks nicola'
2560,"b""@elliottgilmore hi elliott, i'm sorry you've had an issue when you've been in touch. if you'd like us to take a loo\xe2\x80\xa6 https://t.co/sbs53e7rle"""
2561,"b""@doghandleruk our policy is you're only able to hold one account at a time. we're always willing to see if there ar\xe2\x80\xa6 https://t.co/oi39sw6v9t"""
2562,"b""@techbry @doghandleruk we're always able to check accounts for offers. new customer offers are always going to diff\xe2\x80\xa6 https://t.co/8ivczdu3sv"""
2563,"b""@supersport63 that's not great matt. if you dm me the reason for the call i'll see what i can do to help. thanks ni\xe2\x80\xa6 https://t.co/nglvrao3p1"""
2564,"b""@becki2391 hi becki, you'd be best to call the disputes management team on 0800 161 5291 for an update. or you can\xe2\x80\xa6 https://t.co/jlwehkzmo7"""
2565,"b""@doghandleruk hi burney, if you already have an account you'd not be able to open a 2nd one until your existing car\xe2\x80\xa6 https://t.co/r4ajsargy8"""
2566,"b""@sarahjaynea87 hi sarah-jayne, i can take a look but if i can't see it it doesn't necessarily mean we've not receiv\xe2\x80\xa6 https://t.co/kfyzpt4j9v"""
2567,"b'@trishyk_ hi trish, i\xe2\x80\x99d like to look into this for you. do you get this message with an error code? christie'"
